tiempo_s,tiempo,posicion_norte,slow_cart,slow_end_tower,torre_0_x,torre_0_y,tramo_1_L_calculado,tramo_1_deform_m,tramo_1_desv_y,tramo_1_rumbo_deg,torre_1_x,torre_1_y,tramo_2_L_calculado,tramo_2_deform_m,tramo_2_desv_y,tramo_2_rumbo_deg,torre_2_x,torre_2_y,tramo_3_L_calculado,tramo_3_deform_m,tramo_3_desv_y,tramo_3_rumbo_deg,torre_3_x,torre_3_y,lat_e7,lon_e7,EΔd_mm,EΔrumbo_deg
22,00h 00m 22s,1.132,False,False,0.0003,1.0767,49.9994,0.0006,0.1168,0.1338,49.9996,1.1935,50.0,0.0,-0.0028,-0.0032,99.9996,1.1907,49.9993,0.0007,-0.1224,-0.1403,149.9988,1.0682,,,49.9,-2.11
23,00h 00m 23s,1.157,False,False,0.0012,1.1257,49.9985,0.0015,0.0678,0.0777,49.9996,1.1936,50.0,0.0,-0.003,-0.0034,99.9996,1.1906,49.9997,0.0003,-0.0738,-0.0846,149.9993,1.1167,,,50.0,-2.11
24,00h 00m 24s,1.181,False,False,-0.0004,1.1748,50.0,0.0,0.0189,0.0216,49.9996,1.1937,50.0,0.0,-0.0032,-0.0037,99.9996,1.1905,50.0,0.0,-0.0253,-0.0289,149.9997,1.1652,,,50.0,-2.11
25,00h 00m 25s,1.205,False,False,-0.0001,1.224,49.9998,0.0002,-0.0301,-0.0345,49.9996,1.1938,50.0,0.0,-0.0035,-0.004,99.9996,1.1903,50.0002,-0.0002,0.0231,0.0265,149.9998,1.2134,,,50.0,-2.11
26,00h 00m 26s,1.23,False,False,0.0009,1.2733,49.9988,0.0012,-0.0793,-0.0908,49.9996,1.194,50.0,0.0,-0.0039,-0.0044,99.9996,1.1901,50.0001,-0.0001,0.0715,0.082,149.9997,1.2617,,,50.0,-2.11
27,00h 00m 27s,1.297,False,False,0.0012,1.3226,49.9992,0.0008,-0.0432,-0.0496,50.0004,1.2793,50.0,0.0,-0.004,-0.0045,100.0004,1.2754,49.9993,0.0007,0.0353,0.0405,149.9997,1.3107,,,52.5,-2.11
28,00h 00m 28s,1.364,False,False,0.0013,1.3718,49.9999,0.0001,-0.0071,-0.0081,50.0012,1.3647,50.0,0.0,-0.0042,-0.0049,100.0012,1.3605,49.9999,0.0001,-0.0014,-0.0016,150.0012,1.3591,,,54.9,-2.11
29,00h 00m 29s,1.431,False,False,0.0009,1.4206,50.0006,-0.0006,0.0295,0.0339,50.0015,1.4502,50.0,0.0,-0.0045,-0.0051,100.0015,1.4457,50.0006,-0.0006,-0.0384,-0.0441,150.0021,1.4073,,,57.9,-2.11
30,00h 00m 30s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
31,00h 00m 31s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
32,00h 00m 32s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
33,00h 00m 33s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
34,00h 00m 34s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
35,00h 00m 35s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
36,00h 00m 36s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
37,00h 00m 37s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
38,00h 00m 38s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
39,00h 00m 39s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
40,00h 00m 40s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
41,00h 00m 41s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
42,00h 00m 42s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
43,00h 00m 43s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
44,00h 00m 44s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
45,00h 00m 45s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
46,00h 00m 46s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
47,00h 00m 47s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
48,00h 00m 48s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
49,00h 00m 49s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
50,00h 00m 50s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
51,00h 00m 51s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
52,00h 00m 52s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
53,00h 00m 53s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
54,00h 00m 54s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
55,00h 00m 55s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
56,00h 00m 56s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
57,00h 00m 57s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
58,00h 00m 58s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
59,00h 00m 59s,1.473,False,False,0.0009,1.4206,50.0008,-0.0008,0.1146,0.1313,50.0015,1.5352,50.0,0.0,-0.0045,-0.0051,100.0015,1.5307,50.0007,-0.0007,-0.1235,-0.1415,150.0021,1.4073,,,61.2,-2.06
60,00h 01m 00s,1.498,False,False,0.0003,1.4693,50.0013,-0.0013,0.066,0.0756,50.0015,1.5353,50.0,0.0,-0.0047,-0.0053,100.0015,1.5306,50.0012,-0.0012,-0.0753,-0.0862,150.0027,1.4554,,,61.2,-2.06
61,00h 01m 01s,1.522,False,False,-0.001,1.5181,50.0026,-0.0026,0.0172,0.0197,50.0015,1.5353,50.0,0.0,-0.0047,-0.0054,100.0015,1.5306,50.0008,-0.0008,-0.0267,-0.0306,150.0023,1.5039,,,61.2,-2.06
62,00h 01m 02s,1.546,False,False,-0.0012,1.5669,50.0027,-0.0027,-0.0315,-0.0361,50.0015,1.5354,50.0,0.0,-0.0049,-0.0056,100.0015,1.5305,50.0011,-0.0011,0.0218,0.0249,150.0026,1.5523,,,61.2,-2.06
63,00h 01m 03s,1.571,False,False,-0.0011,1.6159,50.0027,-0.0027,-0.0804,-0.0921,50.0015,1.5355,50.0,0.0,-0.0051,-0.0058,100.0015,1.5304,50.0019,-0.0019,0.0702,0.0805,150.0034,1.6006,,,61.2,-2.06
64,00h 01m 04s,1.638,False,False,-0.0015,1.6648,50.0021,-0.0021,-0.0441,-0.0505,50.0006,1.6207,50.0,0.0,-0.0052,-0.0059,100.0006,1.6156,50.0021,-0.0021,0.0337,0.0386,150.0027,1.6493,,,65.4,-2.06
65,00h 01m 05s,1.705,False,False,-0.0011,1.714,50.0016,-0.0016,-0.0078,-0.009,50.0005,1.7062,50.0,0.0,-0.0053,-0.0061,100.0005,1.7008,50.0016,-0.0016,-0.0028,-0.0032,150.0021,1.698,,,68.8,-2.06
66,00h 01m 06s,1.772,False,False,-0.0007,1.7631,50.0011,-0.0011,0.0289,0.0331,50.0004,1.792,50.0,0.0,-0.0056,-0.0064,100.0004,1.7864,50.0011,-0.0011,-0.04,-0.0458,150.0015,1.7464,,,72.1,-2.06
67,00h 01m 07s,1.839,False,False,-0.0002,1.8122,50.0012,-0.0012,0.0647,0.0742,50.001,1.8769,50.0,0.0,-0.0057,-0.0066,100.001,1.8712,50.0011,-0.0011,-0.0762,-0.0873,150.002,1.795,,,74.9,-2.06
68,00h 01m 08s,1.905,False,False,-0.0001,1.8612,50.0014,-0.0014,0.1004,0.1151,50.0012,1.9616,50.0,0.0,-0.0059,-0.0068,100.0012,1.9557,50.0013,-0.0013,-0.1123,-0.1287,150.0024,1.8434,,,77.8,-2.06
69,00h 01m 09s,1.973,False,False,0.0004,1.9104,50.0015,-0.0015,0.1366,0.1565,50.0017,2.047,50.0,0.0,-0.006,-0.0069,100.0017,2.041,50.0015,-0.0015,-0.1486,-0.1703,150.003,1.8924,,,80.6,-2.18
70,00h 01m 10s,2.04,False,False,0.0008,1.9595,50.0012,-0.0012,0.1727,0.1979,50.0018,2.1322,50.0,0.0,-0.0063,-0.0072,100.0018,2.1259,50.0012,-0.0012,-0.1853,-0.2123,150.0026,1.9406,,,83.8,-2.18
71,00h 01m 11s,2.064,False,False,0.001,2.0083,50.0009,-0.0009,0.1239,0.142,50.0018,2.1322,50.0,0.0,-0.0063,-0.0073,100.0018,2.1258,50.0006,-0.0006,-0.1366,-0.1565,150.0022,1.9893,,,83.8,-2.18
72,00h 01m 12s,2.088,False,False,0.0013,2.0573,50.0005,-0.0005,0.075,0.0859,50.0018,2.1322,50.0,0.0,-0.0065,-0.0074,100.0018,2.1258,50.0003,-0.0003,-0.0879,-0.1007,150.002,2.0379,,,83.8,-2.18
73,00h 01m 13s,2.113,False,False,0.0019,2.1064,49.9998,0.0002,0.0259,0.0297,50.0018,2.1323,50.0,0.0,-0.0066,-0.0076,100.0018,2.1257,49.9999,0.0001,-0.0392,-0.0449,150.0017,2.0865,,,83.9,-2.18
74,00h 01m 14s,2.137,False,False,0.0014,2.1555,50.0004,-0.0004,-0.0231,-0.0265,50.0018,2.1324,50.0,0.0,-0.0069,-0.0079,100.0018,2.1256,49.9993,0.0007,0.0093,0.0107,150.001,2.1349,,,83.9,-2.18
75,00h 01m 15s,2.162,False,False,0.0011,2.2046,50.0007,-0.0007,-0.0721,-0.0826,50.0018,2.1325,50.0,0.0,-0.007,-0.0081,100.0018,2.1255,49.9983,0.0017,0.058,0.0665,150.0,2.1835,,,83.9,-2.18
76,00h 01m 16s,2.229,False,False,0.0006,2.2537,49.9997,0.0003,-0.0361,-0.0413,50.0002,2.2177,50.0,0.0,-0.0071,-0.0081,100.0002,2.2106,49.9997,0.0003,0.0219,0.0251,149.9999,2.2324,,,88.7,-2.18
77,00h 01m 17s,2.296,False,False,0.0008,2.3025,49.9997,0.0003,0.0002,0.0002,50.0005,2.3027,50.0,0.0,-0.0071,-0.0081,100.0005,2.2956,49.9997,0.0003,-0.0144,-0.0165,150.0002,2.2813,,,91.7,-2.18
78,00h 01m 18s,2.363,False,False,0.0008,2.3516,49.9998,0.0002,0.0367,0.042,50.0006,2.3882,50.0,0.0,-0.0071,-0.0082,100.0006,2.3811,49.9997,0.0003,-0.051,-0.0584,150.0003,2.3301,,,94.8,-2.18
79,00h 01m 19s,2.43,False,False,0.0006,2.4006,49.9993,0.0007,0.0729,0.0836,49.9999,2.4735,50.0,0.0,-0.0073,-0.0083,99.9999,2.4663,49.9993,0.0007,-0.0875,-0.1002,149.9991,2.3788,,,98.8,-2.18
80,00h 01m 20s,2.497,False,False,-0.0006,2.4497,50.0,0.0,0.1095,0.1255,49.9993,2.5592,50.0,0.0,-0.0076,-0.0087,99.9993,2.5516,49.9999,0.0001,-0.1246,-0.1428,149.999,2.427,,,102.7,-2.47
81,00h 01m 21s,2.564,False,False,-0.0011,2.4988,50.0004,-0.0004,0.1458,0.167,49.9991,2.6446,50.0,0.0,-0.0076,-0.0088,99.9991,2.637,50.0003,-0.0003,-0.1611,-0.1846,149.9991,2.4759,,,106.2,-2.47
82,00h 01m 22s,2.588,False,False,-0.0019,2.5477,50.001,-0.001,0.097,0.1111,49.9991,2.6447,50.0,0.0,-0.0079,-0.009,99.9991,2.6369,50.0008,-0.0008,-0.1128,-0.1292,149.9997,2.5241,,,106.2,-2.47
83,00h 01m 23s,2.613,False,False,-0.0016,2.5965,50.0007,-0.0007,0.0483,0.0553,49.9991,2.6448,50.0,0.0,-0.008,-0.0092,99.9991,2.6368,50.0,0.0,-0.0643,-0.0736,149.999,2.5726,,,106.2,-2.47
84,00h 01m 24s,2.637,False,False,-0.0025,2.6456,50.0016,-0.0016,-0.0007,-0.0008,49.9991,2.6449,50.0,0.0,-0.0082,-0.0093,99.9991,2.6367,49.9997,0.0003,-0.0156,-0.0179,149.9988,2.6211,,,106.2,-2.47
85,00h 01m 25s,2.662,False,False,-0.0023,2.6949,50.0014,-0.0014,-0.05,-0.0573,49.9991,2.6449,50.0,0.0,-0.0083,-0.0095,99.9991,2.6367,50.0002,-0.0002,0.0335,0.0384,149.9992,2.6701,,,106.2,-2.47
86,00h 01m 26s,2.686,False,False,-0.0022,2.7436,50.0013,-0.0013,-0.0987,-0.1131,49.9991,2.645,50.0,0.0,-0.0084,-0.0096,99.9991,2.6366,50.0013,-0.0013,0.0819,0.0939,150.0004,2.7186,,,106.2,-2.47
87,00h 01m 27s,2.753,False,False,-0.002,2.7929,50.0019,-0.0019,-0.0632,-0.0724,49.9999,2.7297,50.0,0.0,-0.0086,-0.0098,99.9999,2.7211,50.0019,-0.0019,0.0461,0.0528,150.0018,2.7672,,,108.7,-2.47
88,00h 01m 28s,2.82,False,False,-0.0018,2.8422,50.0016,-0.0016,-0.0276,-0.0316,49.9998,2.8146,50.0,0.0,-0.0088,-0.0101,99.9998,2.8057,50.0016,-0.0016,0.01,0.0114,150.0014,2.8157,,,112.0,-2.47
