tiempo_s,tiempo,posicion_norte,slow_cart,slow_end_tower,torre_0_x,torre_0_y,tramo_1_L_calculado,tramo_1_deform_m,tramo_1_desv_y,tramo_1_rumbo_deg,torre_1_x,torre_1_y,tramo_2_L_calculado,tramo_2_deform_m,tramo_2_desv_y,tramo_2_rumbo_deg,torre_2_x,torre_2_y,tramo_3_L_calculado,tramo_3_deform_m,tramo_3_desv_y,tramo_3_rumbo_deg,torre_3_x,torre_3_y,lat_e7,lon_e7,EΔd_mm,EΔrumbo_deg
420,00h 07m 00s,6.124,False,True,0.2239,10.162,49.9995,0.0005,-2.6296,-3.0147,50.1541,7.5324,50.0,0.0,-2.7232,-3.1221,100.0799,4.8092,50.0003,-0.0003,-2.8168,-3.2295,150.0008,1.9924,,,138.8,0.57
421,00h 07m 01s,6.136,False,True,0.2263,10.2105,49.9996,0.0004,-2.67,-3.061,50.1546,7.5405,50.0,0.0,-2.7394,-3.1407,100.0795,4.8012,50.0003,-0.0003,-2.8088,-3.2203,150.0008,1.9924,,,138.7,0.57
422,00h 07m 02s,6.148,False,True,0.228,10.2585,50.0005,-0.0005,-2.71,-3.1069,50.155,7.5485,50.0,0.0,-2.7554,-3.159,100.079,4.7932,50.0003,-0.0003,-2.8008,-3.2111,150.0008,1.9924,,,138.5,0.57
423,00h 07m 03s,6.16,False,True,0.2302,10.3072,50.001,-0.001,-2.7506,-3.1535,50.1555,7.5566,50.0,0.0,-2.7716,-3.1776,100.0786,4.785,50.0003,-0.0003,-2.7926,-3.2018,150.0008,1.9924,,,138.4,0.57
424,00h 07m 04s,6.172,False,True,0.2334,10.3551,50.0005,-0.0005,-2.7905,-3.1993,50.1559,7.5646,50.0,0.0,-2.7875,-3.196,100.0781,4.7771,50.0003,-0.0003,-2.7847,-3.1926,150.0008,1.9924,,,138.3,0.57
425,00h 07m 05s,6.184,False,True,0.2368,10.4037,49.9998,0.0002,-2.831,-3.2458,50.1564,7.5727,50.0,0.0,-2.8038,-3.2145,100.0777,4.769,50.0003,-0.0003,-2.7766,-3.1833,150.0008,1.9924,,,138.1,0.57
426,00h 07m 06s,6.196,False,True,0.2398,10.4518,49.9995,0.0005,-2.871,-3.2918,50.1568,7.5807,50.0,0.0,-2.8198,-3.233,100.0772,4.7609,50.0003,-0.0003,-2.7685,-3.1741,150.0008,1.9924,,,138.0,0.57
427,00h 07m 07s,6.209,False,True,0.2422,10.5003,49.9999,0.0001,-2.9115,-3.3382,50.1573,7.5888,50.0,0.0,-2.836,-3.2515,100.0768,4.7529,50.0003,-0.0003,-2.7604,-3.1648,150.0008,1.9924,,,137.8,0.57
428,00h 07m 08s,6.239,False,True,0.245,10.5482,49.9999,0.0001,-2.9145,-3.3416,50.1599,7.6337,50.0,0.0,-2.8519,-3.2698,100.0785,4.7818,50.0002,-0.0002,-2.7894,-3.1981,150.0008,1.9924,,,136.9,0.57
429,00h 07m 09s,6.27,False,True,0.248,10.5968,49.9999,0.0001,-2.9179,-3.3456,50.1627,7.6789,50.0,0.0,-2.8681,-3.2884,100.0803,4.8108,50.0,0.0,-2.8183,-3.2313,150.0008,1.9924,,,135.9,0.57
430,00h 07m 10s,6.3,False,True,0.251,10.6456,49.9999,0.0001,-2.9218,-3.35,50.1654,7.7238,50.0,0.0,-2.8844,-3.3071,100.0821,4.8394,49.9998,0.0002,-2.847,-3.2642,150.0008,1.9924,,,134.9,0.57
431,00h 07m 11s,6.331,False,True,0.2543,10.6944,49.9997,0.0003,-2.9257,-3.3545,50.1683,7.7687,50.0,0.0,-2.9007,-3.3258,100.0841,4.868,49.9995,0.0005,-2.8756,-3.2971,150.0008,1.9924,,,133.7,0.57
432,00h 07m 12s,6.361,False,True,0.2576,10.7429,49.9996,0.0004,-2.9294,-3.3588,50.1713,7.8135,50.0,0.0,-2.9168,-3.3444,100.0862,4.8967,49.9991,0.0009,-2.9043,-3.33,150.0008,1.9924,,,132.4,0.57
433,00h 07m 13s,6.404,False,False,0.2608,10.7916,49.9996,0.0004,-2.9413,-3.3725,50.1739,7.8503,50.0,0.0,-2.9169,-3.3444,100.0887,4.9335,49.9988,0.0012,-2.8924,-3.3164,150.0038,2.0411,,,131.3,1.1
434,00h 07m 14s,6.447,False,False,0.2635,10.8405,49.9999,0.0001,-2.953,-3.3859,50.1761,7.8875,50.0,0.0,-2.9171,-3.3446,100.091,4.9704,49.998,0.002,-2.881,-3.3033,150.0059,2.0894,,,130.4,1.1
435,00h 07m 15s,6.49,False,False,0.2649,10.8891,50.0007,-0.0007,-2.9649,-3.3994,50.1776,7.9243,50.0,0.0,-2.917,-3.3446,100.0925,5.0072,49.9989,0.0011,-2.8692,-3.2897,150.009,2.138,,,130.4,1.1
436,00h 07m 16s,6.52,False,True,0.2683,10.9379,50.0001,-0.0001,-2.9687,-3.4038,50.1802,7.9692,50.0,0.0,-2.9333,-3.3632,100.094,5.0359,49.999,0.001,-2.8979,-3.3227,150.009,2.138,,,129.5,1.1
437,00h 07m 17s,6.563,False,False,0.2709,10.9867,50.0002,-0.0002,-2.9807,-3.4177,50.1822,8.0059,50.0,0.0,-2.9332,-3.3632,100.096,5.0727,49.9991,0.0009,-2.8857,-3.3086,150.0118,2.187,,,129.0,1.1
438,00h 07m 18s,6.606,False,False,0.274,11.0348,50.0,0.0,-2.9919,-3.4305,50.1844,8.0429,50.0,0.0,-2.9331,-3.363,100.0983,5.1098,49.9997,0.0003,-2.8742,-3.2954,150.0153,2.2356,,,128.2,1.1
439,00h 07m 19s,6.636,False,True,0.2764,11.0834,50.0002,-0.0002,-2.9956,-3.4348,50.1868,8.0878,50.0,0.0,-2.9493,-3.3816,100.0997,5.1385,49.9999,0.0001,-2.9029,-3.3284,150.0153,2.2356,,,127.5,1.1
440,00h 07m 20s,6.679,False,False,0.2791,11.1318,50.0002,-0.0002,-3.0072,-3.4481,50.1888,8.1246,50.0,0.0,-2.9493,-3.3816,100.1017,5.1753,50.0001,-0.0001,-2.8913,-3.315,150.0182,2.284,,,126.9,1.1
441,00h 07m 21s,6.709,False,True,0.282,11.1803,50.0001,-0.0001,-3.0108,-3.4522,50.1914,8.1695,50.0,0.0,-2.9654,-3.4001,100.1034,5.2041,50.0001,-0.0001,-2.9201,-3.348,150.0182,2.284,,,126.0,1.1
442,00h 07m 22s,6.74,False,True,0.2863,11.2287,49.9993,0.0007,-3.0141,-3.4561,50.1947,8.2146,50.0,0.0,-2.9816,-3.4187,100.1058,5.233,49.9994,0.0006,-2.949,-3.3813,150.0182,2.284,,,124.4,1.1
443,00h 07m 23s,6.771,False,True,0.2885,11.2773,50.0,0.0,-3.0176,-3.46,50.1974,8.2597,50.0,0.0,-2.9978,-3.4372,100.1075,5.2619,49.9994,0.0006,-2.9779,-3.4145,150.0182,2.284,,,123.5,1.1
444,00h 07m 24s,6.813,False,False,0.292,11.326,49.9998,0.0002,-3.0295,-3.4737,50.1999,8.2964,50.0,0.0,-2.9979,-3.4374,100.1099,5.2985,49.9986,0.0014,-2.9662,-3.4011,150.0205,2.3324,,,122.4,1.1
445,00h 07m 25s,6.856,False,False,0.2956,11.3742,49.9995,0.0005,-3.0409,-3.4868,50.2026,8.3333,50.0,0.0,-2.998,-3.4375,100.1126,5.3353,49.9975,0.0025,-2.9549,-3.3882,150.0228,2.3805,,,121.1,1.1
446,00h 07m 26s,6.898,False,False,0.299,11.4223,49.9995,0.0005,-3.0523,-3.4999,50.2053,8.37,50.0,0.0,-2.9979,-3.4374,100.1153,5.3721,49.9979,0.0021,-2.9434,-3.3749,150.0265,2.4287,,,119.8,1.26
447,00h 07m 27s,6.965,False,False,0.3021,11.4703,49.9988,0.0012,-3.0151,-3.4573,50.2099,8.4552,50.0,0.0,-2.9978,-3.4373,100.1199,5.4573,49.9988,0.0012,-2.9803,-3.4173,150.0298,2.477,,,118.5,1.26
448,00h 07m 28s,7.032,False,False,0.3049,11.5183,49.9987,0.0013,-2.9781,-3.4148,50.2149,8.5402,50.0,0.0,-2.9976,-3.4371,100.125,5.5426,49.9987,0.0013,-3.017,-3.4594,150.0326,2.5256,,,116.7,1.26
449,00h 07m 29s,7.098,False,False,0.3074,11.5663,49.9989,0.0011,-2.941,-3.3722,50.2198,8.6252,50.0,0.0,-2.9974,-3.4368,100.1299,5.6278,49.9989,0.0011,-3.0536,-3.5014,150.0354,2.5742,,,115.1,1.26
450,00h 07m 30s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
451,00h 07m 31s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
452,00h 07m 32s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
453,00h 07m 33s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
454,00h 07m 34s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
455,00h 07m 35s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
456,00h 07m 36s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
457,00h 07m 37s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
458,00h 07m 38s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
459,00h 07m 39s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
460,00h 07m 40s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
461,00h 07m 41s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
462,00h 07m 42s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
463,00h 07m 43s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
464,00h 07m 44s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
465,00h 07m 45s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
466,00h 07m 46s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
467,00h 07m 47s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
468,00h 07m 48s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
469,00h 07m 49s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
470,00h 07m 50s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
471,00h 07m 51s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
472,00h 07m 52s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
473,00h 07m 53s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
474,00h 07m 54s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
475,00h 07m 55s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
476,00h 07m 56s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
477,00h 07m 57s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
478,00h 07m 58s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
479,00h 07m 59s,7.141,False,False,0.3074,11.5663,49.9991,0.0009,-2.8553,-3.2738,50.225,8.7109,50.0,0.0,-2.9974,-3.4368,100.135,5.7135,49.999,0.001,-3.1393,-3.5998,150.0354,2.5742,,,113.2,1.26
480,00h 08m 00s,7.165,False,False,0.3107,11.6143,49.9986,0.0014,-2.9035,-3.3291,50.225,8.7108,50.0,0.0,-2.9972,-3.4366,100.135,5.7136,49.9992,0.0008,-3.0908,-3.5441,150.0386,2.6228,,,113.3,1.26
481,00h 08m 01s,7.19,False,False,0.3128,11.663,49.9994,0.0006,-2.9521,-3.3849,50.225,8.7109,50.0,0.0,-2.9973,-3.4367,100.135,5.7136,49.998,0.002,-3.0423,-3.4885,150.0404,2.6713,,,113.3,1.26
482,00h 08m 02s,7.214,False,False,0.3154,11.7119,49.9997,0.0003,-3.0009,-3.4409,50.225,8.711,50.0,0.0,-2.9975,-3.437,100.135,5.7135,49.9974,0.0026,-2.994,-3.4331,150.0427,2.7195,,,113.2,1.26
483,00h 08m 03s,7.238,False,False,0.3188,11.7601,49.9993,0.0007,-3.0491,-3.4962,50.225,8.711,50.0,0.0,-2.9975,-3.437,100.135,5.7135,49.998,0.002,-2.9459,-3.3778,150.0462,2.7676,,,113.2,1.26
484,00h 08m 04s,7.262,False,False,0.3214,11.8082,49.9995,0.0005,-3.0972,-3.5515,50.225,8.711,50.0,0.0,-2.9976,-3.437,100.135,5.7135,49.9984,0.0016,-2.8978,-3.3226,150.0494,2.8157,,,113.2,1.26
485,00h 08m 05s,7.329,False,False,0.3246,11.8563,49.9988,0.0012,-3.0597,-3.5085,50.2296,8.7966,50.0,0.0,-2.9975,-3.437,100.1397,5.799,49.9988,0.0012,-2.9352,-3.3655,150.0522,2.8638,,,111.9,1.26
486,00h 08m 06s,7.396,False,False,0.3277,11.9044,49.9987,0.0013,-3.0226,-3.4658,50.235,8.8818,50.0,0.0,-2.9974,-3.4368,100.1451,5.8844,49.9987,0.0013,-2.972,-3.4078,150.0554,2.9124,,,109.8,1.12
487,00h 08m 07s,7.463,False,False,0.3295,11.9524,49.9991,0.0009,-2.9848,-3.4224,50.2394,8.9677,50.0,0.0,-2.9972,-3.4366,100.1495,5.9705,49.9991,0.0009,-3.0095,-3.4508,150.0579,2.961,,,108.7,1.12
488,00h 08m 08s,7.53,False,False,0.3314,12.0007,49.9996,0.0004,-2.9473,-3.3793,50.2441,9.0534,50.0,0.0,-2.9972,-3.4366,100.1542,6.0563,49.9996,0.0004,-3.047,-3.4938,150.0609,3.0093,,,107.3,1.12
489,00h 08m 09s,7.597,False,False,0.3339,12.0486,50.0004,-0.0004,-2.9101,-3.3366,50.2496,9.1385,50.0,0.0,-2.9968,-3.4362,100.1597,6.1416,50.0004,-0.0004,-3.0836,-3.5357,150.0649,3.0581,,,105.1,1.12
490,00h 08m 10s,7.664,False,False,0.336,12.0965,50.0007,-0.0007,-2.8729,-3.2939,50.2541,9.2236,50.0,0.0,-2.9965,-3.4358,100.1642,6.2271,50.0007,-0.0007,-3.1201,-3.5777,150.0674,3.107,,,103.8,1.12
491,00h 08m 11s,7.73,False,False,0.3401,12.1452,50.0006,-0.0006,-2.8364,-3.252,50.2602,9.3087,50.0,0.0,-2.9965,-3.4358,100.1703,6.3122,50.0006,-0.0006,-3.1566,-3.6196,150.0711,3.1556,,,101.0,1.12
492,00h 08m 12s,7.755,False,False,0.3429,12.1939,50.0005,-0.0005,-2.8852,-3.308,50.2602,9.3087,50.0,0.0,-2.9965,-3.4358,100.1703,6.3122,49.9995,0.0005,-3.1078,-3.5636,150.0732,3.2044,,,101.0,1.12
493,00h 08m 13s,7.779,False,False,0.3461,12.2423,50.0002,-0.0002,-2.9335,-3.3635,50.2602,9.3088,50.0,0.0,-2.9965,-3.4358,100.1703,6.3122,49.9996,0.0004,-3.0595,-3.5082,150.0762,3.2527,,,101.0,1.12
494,00h 08m 14s,7.803,False,False,0.3503,12.2907,49.9989,0.0011,-2.9819,-3.4191,50.2602,9.3088,50.0,0.0,-2.9967,-3.436,100.1703,6.3121,49.9989,0.0011,-3.0113,-3.4529,150.0784,3.3008,,,101.0,1.12
495,00h 08m 15s,7.827,False,False,0.354,12.3394,49.9981,0.0019,-3.0305,-3.475,50.2602,9.3089,50.0,0.0,-2.9969,-3.4362,100.1703,6.3121,49.9976,0.0024,-2.963,-3.3975,150.0801,3.3491,,,101.0,1.12
496,00h 08m 16s,7.852,False,False,0.3566,12.3878,49.9985,0.0015,-3.079,-3.5306,50.2602,9.3089,50.0,0.0,-2.9967,-3.4361,100.1703,6.3121,49.9972,0.0028,-2.9142,-3.3415,150.0825,3.3979,,,101.0,1.12
497,00h 08m 17s,7.919,False,False,0.3596,12.4358,49.9976,0.0024,-3.0415,-3.4876,50.2647,9.3943,50.0,0.0,-2.9965,-3.4358,100.1748,6.3978,49.9977,0.0023,-2.9513,-3.384,150.0853,3.4466,,,99.8,1.11
498,00h 08m 18s,7.986,False,False,0.3627,12.4839,49.997,0.003,-3.004,-3.4446,50.2694,9.4799,50.0,0.0,-2.9964,-3.4357,100.1795,6.4834,49.997,0.003,-2.9885,-3.4268,150.0872,3.4949,,,98.3,1.11
499,00h 08m 19s,8.052,False,False,0.3652,12.5323,49.9971,0.0029,-2.9669,-3.402,50.2742,9.5654,50.0,0.0,-2.9965,-3.4358,100.1843,6.5689,49.9971,0.0029,-3.0257,-3.4696,150.0898,3.5431,,,96.9,1.11
500,00h 08m 20s,8.119,False,False,0.3675,12.5803,49.9973,0.0027,-2.9297,-3.3593,50.2789,9.6506,50.0,0.0,-2.9962,-3.4354,100.189,6.6544,49.9973,0.0027,-3.0624,-3.5116,150.0924,3.592,,,95.4,1.11
501,00h 08m 21s,8.186,False,False,0.3705,12.6287,49.997,0.003,-2.8927,-3.3169,50.2838,9.736,50.0,0.0,-2.9963,-3.4355,100.1939,6.7397,49.997,0.003,-3.0994,-3.5542,150.0947,3.6403,,,93.8,1.11
502,00h 08m 22s,8.253,False,False,0.3732,12.6772,49.9971,0.0029,-2.8557,-3.2744,50.2887,9.8215,50.0,0.0,-2.9962,-3.4354,100.1988,6.8253,49.997,0.003,-3.1362,-3.5965,150.0974,3.689,,,92.2,1.11
503,00h 08m 23s,8.32,False,False,0.3767,12.7255,49.9969,0.0031,-2.8183,-3.2315,50.2941,9.9071,50.0,0.0,-2.996,-3.4352,100.2043,6.9112,49.9968,0.0032,-3.1732,-3.6389,150.1003,3.738,,,90.1,1.08
504,00h 08m 24s,8.345,False,False,0.3792,12.7734,49.9971,0.0029,-2.8664,-3.2866,50.2941,9.907,50.0,0.0,-2.9957,-3.4349,100.2043,6.9113,49.997,0.003,-3.1247,-3.5832,150.1036,3.7866,,,90.1,1.08
505,00h 08m 25s,8.369,False,False,0.3819,12.8213,49.9972,0.0028,-2.9144,-3.3417,50.2941,9.9069,50.0,0.0,-2.9955,-3.4347,100.2043,6.9114,49.9981,0.0019,-3.0764,-3.5276,150.1076,3.835,,,90.1,1.08
506,00h 08m 26s,8.393,False,False,0.3847,12.8695,49.9973,0.0027,-2.9627,-3.3971,50.2941,9.9068,50.0,0.0,-2.9954,-3.4345,100.2043,6.9114,49.9985,0.0015,-3.0279,-3.4719,150.111,3.8836,,,90.1,1.08
507,00h 08m 27s,8.417,False,False,0.388,12.9178,49.9968,0.0032,-3.0111,-3.4528,50.2941,9.9067,50.0,0.0,-2.9952,-3.4343,100.2043,6.9116,49.9989,0.0011,-2.979,-3.4158,150.1143,3.9325,,,90.1,1.08
508,00h 08m 28s,8.441,False,False,0.3907,12.9665,49.9971,0.0029,-3.0597,-3.5086,50.2941,9.9068,50.0,0.0,-2.9954,-3.4345,100.2043,6.9115,49.9993,0.0007,-2.9308,-3.3605,150.1176,3.9806,,,90.1,1.08
509,00h 08m 29s,8.508,False,False,0.3935,13.0151,49.9983,0.0017,-3.0235,-3.4669,50.3002,9.9916,50.0,0.0,-2.9954,-3.4345,100.2104,6.9962,49.9983,0.0017,-2.967,-3.402,150.1206,4.0293,,,87.2,1.08
510,00h 08m 30s,8.551,False,False,0.3935,13.0151,49.9983,0.0017,-2.9378,-3.3685,50.3054,10.0773,50.0,0.0,-2.9954,-3.4345,100.2156,7.082,49.9983,0.0017,-3.0527,-3.5005,150.1206,4.0293,,,85.3,1.08
511,00h 08m 31s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
512,00h 08m 32s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
513,00h 08m 33s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
514,00h 08m 34s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
515,00h 08m 35s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
516,00h 08m 36s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
517,00h 08m 37s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
518,00h 08m 38s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
519,00h 08m 39s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
520,00h 08m 40s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
521,00h 08m 41s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
522,00h 08m 42s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
523,00h 08m 43s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
524,00h 08m 44s,8.594,False,False,0.3935,13.0151,49.9985,0.0015,-2.852,-3.27,50.3106,10.1631,50.0,0.0,-2.9954,-3.4345,100.2208,7.1678,49.9984,0.0016,-3.1385,-3.599,150.1206,4.0293,,,83.4,1.08
