tiempo_s,tiempo,posicion_norte,slow_cart,slow_end_tower,torre_0_x,torre_0_y,tramo_1_L_calculado,tramo_1_deform_m,tramo_1_desv_y,tramo_1_rumbo_deg,torre_1_x,torre_1_y,tramo_2_L_calculado,tramo_2_deform_m,tramo_2_desv_y,tramo_2_rumbo_deg,torre_2_x,torre_2_y,tramo_3_L_calculado,tramo_3_deform_m,tramo_3_desv_y,tramo_3_rumbo_deg,torre_3_x,torre_3_y,lat_e7,lon_e7,EΔd_mm,EΔrumbo_deg
1,00h 00m 01s,0.024,False,False,-0.0013,0.0488,50.0013,-0.0013,-0.0489,-0.056,50.0,-0.0,50.0,0.0,0.0001,0.0001,100.0,0.0,50.0004,-0.0004,0.049,0.0562,150.0004,0.0491,,,3.8,
2,00h 00m 02s,0.049,False,False,-0.0012,0.0976,50.0013,-0.0013,-0.0977,-0.112,50.0,-0.0001,50.0,0.0,0.0002,0.0003,100.0,0.0001,50.0007,-0.0007,0.0982,0.1125,150.0006,0.0983,,,3.8,
3,00h 00m 03s,0.117,False,False,-0.0024,0.146,50.0018,-0.0018,-0.0595,-0.0682,49.9993,0.0865,50.0,0.0,0.0006,0.0007,99.9993,0.0871,50.0018,-0.0018,0.0607,0.0695,150.001,0.1478,,,7.8,
4,00h 00m 04s,0.185,False,False,-0.0022,0.194,50.0014,-0.0014,-0.0208,-0.0238,49.9992,0.1732,50.0,0.0,0.0011,0.0012,99.9992,0.1743,50.0014,-0.0014,0.0229,0.0263,150.0006,0.1972,,,11.3,
5,00h 00m 05s,0.253,False,False,-0.0024,0.2428,50.0017,-0.0017,0.017,0.0195,49.9993,0.2599,50.0,0.0,0.0012,0.0013,99.9993,0.2611,50.0017,-0.0017,-0.0147,-0.0168,150.001,0.2464,,,14.5,
6,00h 00m 06s,0.32,False,False,-0.0029,0.2913,50.0015,-0.0015,0.0553,0.0634,49.9985,0.3466,50.0,0.0,0.0015,0.0017,99.9985,0.3481,50.0015,-0.0015,-0.0523,-0.0599,150.0,0.2958,,,18.5,
7,00h 00m 07s,0.388,False,False,-0.0026,0.3391,50.0017,-0.0017,0.0939,0.1076,49.9989,0.433,50.0,0.0,0.002,0.0023,99.9989,0.435,50.0016,-0.0016,-0.0898,-0.1029,150.0005,0.3452,,,21.5,
8,00h 00m 08s,0.456,False,False,-0.0029,0.3873,50.0018,-0.0018,0.132,0.1513,49.9987,0.5193,50.0,0.0,0.0025,0.0028,99.9987,0.5218,50.0017,-0.0017,-0.127,-0.1456,150.0003,0.3947,,,25.0,-2.34
9,00h 00m 09s,0.524,False,False,-0.0026,0.4355,50.0016,-0.0016,0.1706,0.1955,49.9987,0.6061,50.0,0.0,0.0028,0.0032,99.9987,0.6088,50.0015,-0.0015,-0.165,-0.1891,150.0,0.4438,,,28.3,-2.34
10,00h 00m 10s,0.548,False,True,-0.0034,0.4833,50.0022,-0.0022,0.1225,0.1404,49.9987,0.6058,50.0,0.0,0.0033,0.0037,99.9987,0.6091,50.0011,-0.0011,-0.116,-0.1329,149.9996,0.4931,,,28.3,-2.34
11,00h 00m 11s,0.56,False,True,-0.004,0.5317,50.0028,-0.0028,0.0822,0.0942,49.9987,0.6139,50.0,0.0,-0.0129,-0.0147,99.9987,0.601,50.001,-0.001,-0.1079,-0.1237,149.9996,0.4931,,,28.6,-2.34
12,00h 00m 12s,0.572,False,True,-0.0049,0.5802,50.0036,-0.0036,0.0417,0.0478,49.9987,0.622,50.0,0.0,-0.029,-0.0333,99.9987,0.5929,50.001,-0.001,-0.0998,-0.1144,149.9996,0.4931,,,28.9,-2.34
13,00h 00m 13s,0.584,False,True,-0.0043,0.6289,50.003,-0.003,0.0011,0.0013,49.9987,0.6301,50.0,0.0,-0.0453,-0.0519,99.9987,0.5848,50.001,-0.001,-0.0917,-0.1051,149.9996,0.4931,,,29.3,-2.34
14,00h 00m 14s,0.596,False,True,-0.0043,0.6768,50.0031,-0.0031,-0.0388,-0.0444,49.9987,0.6381,50.0,0.0,-0.0612,-0.0702,99.9987,0.5768,50.001,-0.001,-0.0837,-0.0959,149.9996,0.4931,,,29.5,-2.34
15,00h 00m 15s,0.621,False,False,-0.0044,0.7249,50.0032,-0.0032,-0.087,-0.0997,49.9987,0.6379,50.0,0.0,-0.0609,-0.0697,99.9987,0.577,50.001,-0.001,-0.0347,-0.0398,149.9997,0.5423,,,29.5,-2.34
16,00h 00m 16s,0.645,False,False,-0.0056,0.7733,50.0045,-0.0045,-0.1356,-0.1553,49.9987,0.6378,50.0,0.0,-0.0606,-0.0695,99.9987,0.5771,50.0001,-0.0001,0.0143,0.0164,149.9988,0.5914,,,29.5,-2.34
17,00h 00m 17s,0.713,False,False,-0.0054,0.8216,50.0021,-0.0021,-0.0972,-0.1114,49.9966,0.7244,50.0,0.0,-0.0604,-0.0692,99.9966,0.664,50.0021,-0.0021,-0.0235,-0.0269,149.9987,0.6405,,,34.9,-2.34
18,00h 00m 18s,0.78,False,False,-0.0053,0.8699,50.0027,-0.0027,-0.0589,-0.0675,49.9973,0.8109,50.0,0.0,-0.06,-0.0688,99.9972,0.7509,50.0026,-0.0026,-0.0611,-0.07,149.9998,0.6899,,,37.6,-2.34
19,00h 00m 19s,0.848,False,False,-0.006,0.9185,50.0035,-0.0035,-0.0208,-0.0238,49.9975,0.8977,50.0,0.0,-0.0597,-0.0684,99.9975,0.838,50.0035,-0.0035,-0.0987,-0.1131,150.0009,0.7393,,,40.7,-2.34
20,00h 00m 20s,0.916,False,False,-0.0061,0.9667,50.0038,-0.0038,0.0177,0.0203,49.9977,0.9843,50.0,0.0,-0.0593,-0.068,99.9977,0.925,50.0038,-0.0038,-0.1364,-0.1563,150.0013,0.7886,,,43.8,-2.34
21,00h 00m 21s,0.984,False,False,-0.0061,1.0154,50.0043,-0.0043,0.0555,0.0636,49.9982,1.0709,50.0,0.0,-0.0592,-0.0678,99.9982,1.0118,50.0042,-0.0042,-0.1738,-0.1992,150.0021,0.838,,,46.7,-2.26
22,00h 00m 22s,1.052,False,False,-0.0065,1.0642,50.0046,-0.0046,0.0934,0.107,49.9981,1.1576,50.0,0.0,-0.059,-0.0676,99.998,1.0986,50.0046,-0.0046,-0.2113,-0.2422,150.0022,0.8873,,,50.1,-2.26
23,00h 00m 23s,1.076,False,True,-0.0063,1.113,50.0044,-0.0044,0.0445,0.051,49.9981,1.1575,50.0,0.0,-0.0588,-0.0674,99.998,1.0987,50.0043,-0.0043,-0.1621,-0.1857,150.002,0.9366,,,50.1,-2.26
24,00h 00m 24s,1.101,False,False,-0.0069,1.161,50.0049,-0.0049,-0.0037,-0.0043,49.9981,1.1573,50.0,0.0,-0.0583,-0.0668,99.998,1.099,50.0042,-0.0042,-0.1129,-0.1294,150.0022,0.9861,,,50.1,-2.26
25,00h 00m 25s,1.125,False,False,-0.0069,1.2096,50.005,-0.005,-0.0524,-0.0601,49.9981,1.1572,50.0,0.0,-0.0581,-0.0665,99.998,1.0991,50.0034,-0.0034,-0.0637,-0.073,150.0014,1.0354,,,50.1,-2.26
26,00h 00m 26s,1.15,False,False,-0.0076,1.2574,50.0058,-0.0058,-0.1006,-0.1152,49.9981,1.1569,50.0,0.0,-0.0575,-0.0659,99.998,1.0994,50.0034,-0.0034,-0.0145,-0.0166,150.0014,1.0848,,,50.1,-2.26
27,00h 00m 27s,1.174,False,False,-0.0083,1.3063,50.0066,-0.0066,-0.1495,-0.1713,49.9981,1.1568,50.0,0.0,-0.0574,-0.0658,99.998,1.0994,50.004,-0.004,0.0347,0.0397,150.002,1.1341,,,50.1,-2.26
28,00h 00m 28s,1.242,False,False,-0.0087,1.3549,50.0058,-0.0058,-0.1112,-0.1275,49.997,1.2437,50.0,0.0,-0.0572,-0.0655,99.9969,1.1865,50.0058,-0.0058,-0.0031,-0.0036,150.0027,1.1834,,,54.6,-2.26
29,00h 00m 29s,1.31,False,False,-0.0075,1.4038,50.0048,-0.0048,-0.0735,-0.0842,49.9973,1.3302,50.0,0.0,-0.057,-0.0654,99.9972,1.2732,50.0048,-0.0048,-0.0406,-0.0465,150.002,1.2326,,,57.6,-2.26
30,00h 00m 30s,1.366,False,True,-0.0075,1.4038,50.0054,-0.0054,0.0052,0.006,49.9979,1.409,50.0,0.0,-0.0406,-0.0465,99.9979,1.3684,50.0054,-0.0054,-0.0864,-0.099,150.0031,1.282,,,60.0,-2.26
31,00h 00m 31s,1.421,False,True,-0.0075,1.4038,50.0061,-0.0061,0.0835,0.0957,49.9986,1.4873,50.0,0.0,-0.0242,-0.0277,99.9986,1.4631,50.0061,-0.0061,-0.1319,-0.1511,150.0045,1.3313,,,62.3,-2.26
32,00h 00m 32s,1.477,False,True,-0.0075,1.4038,50.0063,-0.0063,0.1621,0.1858,49.9985,1.5659,50.0,0.0,-0.0078,-0.009,99.9985,1.5581,50.0062,-0.0062,-0.1777,-0.2037,150.0044,1.3803,,,65.4,-2.26
33,00h 00m 33s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
34,00h 00m 34s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
35,00h 00m 35s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
36,00h 00m 36s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
37,00h 00m 37s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
38,00h 00m 38s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
39,00h 00m 39s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
40,00h 00m 40s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
41,00h 00m 41s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
42,00h 00m 42s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
43,00h 00m 43s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
44,00h 00m 44s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
45,00h 00m 45s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
46,00h 00m 46s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
47,00h 00m 47s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
48,00h 00m 48s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
49,00h 00m 49s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
50,00h 00m 50s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
51,00h 00m 51s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
52,00h 00m 52s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
53,00h 00m 53s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
54,00h 00m 54s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
55,00h 00m 55s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
56,00h 00m 56s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
57,00h 00m 57s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
58,00h 00m 58s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
59,00h 00m 59s,1.489,False,True,-0.0075,1.4038,50.0062,-0.0062,0.1539,0.1764,49.9985,1.5577,50.0,0.0,0.0086,0.0098,99.9985,1.5663,50.0062,-0.0062,-0.1368,-0.1567,150.0045,1.4295,,,65.0,-2.26
60,00h 01m 00s,1.501,False,True,-0.0081,1.452,50.0067,-0.0067,0.1137,0.1303,49.9985,1.5657,50.0,0.0,-0.0075,-0.0086,99.9985,1.5582,50.0061,-0.0061,-0.1288,-0.1475,150.0045,1.4295,,,65.3,-2.26
61,00h 01m 01s,1.513,False,True,-0.0079,1.5001,50.0065,-0.0065,0.0737,0.0844,49.9985,1.5737,50.0,0.0,-0.0235,-0.027,99.9985,1.5502,50.0061,-0.0061,-0.1207,-0.1383,150.0045,1.4295,,,65.6,-2.16
62,00h 01m 02s,1.525,False,True,-0.0074,1.5479,50.0059,-0.0059,0.0338,0.0388,49.9985,1.5817,50.0,0.0,-0.0395,-0.0452,99.9985,1.5422,50.0061,-0.0061,-0.1128,-0.1292,150.0045,1.4295,,,65.9,-2.16
63,00h 01m 03s,1.537,False,True,-0.0072,1.5959,50.0058,-0.0058,-0.0062,-0.0071,49.9985,1.5897,50.0,0.0,-0.0555,-0.0636,99.9985,1.5342,50.0061,-0.0061,-0.1048,-0.12,150.0045,1.4295,,,66.2,-2.16
64,00h 01m 04s,1.55,False,True,-0.0077,1.6448,50.0062,-0.0062,-0.047,-0.0538,49.9985,1.5979,50.0,0.0,-0.0718,-0.0823,99.9985,1.5261,50.0061,-0.0061,-0.0966,-0.1107,150.0045,1.4295,,,66.6,-2.16
65,00h 01m 05s,1.562,False,True,-0.0071,1.693,50.0057,-0.0057,-0.0871,-0.0998,49.9986,1.6059,50.0,0.0,-0.0878,-0.1007,99.9985,1.518,50.0061,-0.0061,-0.0886,-0.1015,150.0045,1.4295,,,66.8,-2.16
66,00h 01m 06s,1.574,False,True,-0.0066,1.7414,50.0053,-0.0053,-0.1274,-0.146,49.9986,1.614,50.0,0.0,-0.104,-0.1191,99.9985,1.51,50.0061,-0.0061,-0.0805,-0.0923,150.0045,1.4295,,,67.1,-2.16
67,00h 01m 07s,1.586,False,True,-0.0073,1.7895,50.0062,-0.0062,-0.1676,-0.192,49.9986,1.622,50.0,0.0,-0.12,-0.1375,99.9985,1.502,50.0061,-0.0061,-0.0725,-0.0831,150.0045,1.4295,,,67.4,-2.16
68,00h 01m 08s,1.598,False,True,-0.0074,1.8382,50.0064,-0.0064,-0.2081,-0.2384,49.9986,1.6301,50.0,0.0,-0.1362,-0.1561,99.9984,1.4939,50.0061,-0.0061,-0.0644,-0.0738,150.0045,1.4295,,,67.7,-2.16
69,00h 01m 09s,1.629,False,True,-0.007,1.8863,50.0031,-0.0031,-0.2107,-0.2415,49.9957,1.6756,50.0,0.0,-0.1523,-0.1745,99.9954,1.5233,50.0092,-0.0092,-0.0939,-0.1075,150.0045,1.4295,,,72.4,-2.16
70,00h 01m 10s,1.66,False,True,-0.0075,1.9347,50.0019,-0.0019,-0.2136,-0.2447,49.9939,1.7211,50.0,0.0,-0.1684,-0.193,99.9936,1.5527,50.011,-0.011,-0.1233,-0.1412,150.0045,1.4295,,,75.9,-2.16
71,00h 01m 11s,1.69,False,True,-0.0082,1.9836,50.0014,-0.0014,-0.2168,-0.2484,49.9927,1.7668,50.0,0.0,-0.1847,-0.2116,99.9924,1.5821,50.0124,-0.0124,-0.1526,-0.1748,150.0045,1.4295,,,78.9,-2.16
72,00h 01m 12s,1.721,False,True,-0.0086,2.0321,50.001,-0.001,-0.2197,-0.2518,49.9919,1.8123,50.0,0.0,-0.2008,-0.2302,99.9915,1.6115,50.0133,-0.0133,-0.182,-0.2085,150.0045,1.4295,,,81.4,-2.16
73,00h 01m 13s,1.752,False,True,-0.0092,2.0805,50.0009,-0.0009,-0.2227,-0.2551,49.9912,1.8579,50.0,0.0,-0.217,-0.2487,99.9907,1.6409,50.0142,-0.0142,-0.2114,-0.2422,150.0045,1.4295,,,83.9,-2.16
74,00h 01m 14s,1.783,False,True,-0.009,2.1291,50.0005,-0.0005,-0.2256,-0.2585,49.9909,1.9034,50.0,0.0,-0.2332,-0.2672,99.9904,1.6703,50.0147,-0.0147,-0.2408,-0.2758,150.0045,1.4295,,,85.9,-2.16
75,00h 01m 15s,1.814,False,True,-0.01,2.1775,50.0008,-0.0008,-0.2286,-0.2619,49.9903,1.949,50.0,0.0,-0.2493,-0.2857,99.9897,1.6997,50.0155,-0.0155,-0.2702,-0.3095,150.0045,1.4295,,,88.3,-2.16
76,00h 01m 16s,1.845,False,True,-0.0104,2.2257,50.0007,-0.0007,-0.2312,-0.2649,49.9898,1.9945,50.0,0.0,-0.2654,-0.3041,99.9891,1.7291,50.0163,-0.0163,-0.2996,-0.3433,150.0045,1.4295,,,90.5,-2.16
77,00h 01m 17s,1.875,False,True,-0.0102,2.2737,50.0004,-0.0004,-0.2337,-0.2678,49.9896,2.04,50.0,0.0,-0.2814,-0.3224,99.9888,1.7586,50.0168,-0.0168,-0.3291,-0.377,150.0045,1.4295,,,92.4,-2.16
78,00h 01m 18s,1.906,False,True,-0.0107,2.322,50.0006,-0.0006,-0.2365,-0.271,49.9893,2.0855,50.0,0.0,-0.2975,-0.3409,99.9884,1.788,50.0174,-0.0174,-0.3586,-0.4107,150.0045,1.4295,,,94.5,-3.23
79,00h 01m 19s,1.937,False,True,-0.0111,2.3708,50.0006,-0.0006,-0.2397,-0.2747,49.9889,2.1311,50.0,0.0,-0.3138,-0.3595,99.9879,1.8174,50.0181,-0.0181,-0.3879,-0.4444,150.0045,1.4295,,,96.7,-3.23
80,00h 01m 20s,1.968,False,True,-0.0104,2.419,50.0001,-0.0001,-0.2423,-0.2777,49.9891,2.1766,50.0,0.0,-0.3298,-0.3779,99.988,1.8468,50.0183,-0.0183,-0.4174,-0.4781,150.0045,1.4295,,,98.2,-3.23
81,00h 01m 21s,1.999,False,True,-0.0101,2.467,50.0,0.0,-0.2449,-0.2806,49.9893,2.2221,50.0,0.0,-0.3458,-0.3963,99.9881,1.8763,50.0184,-0.0184,-0.4468,-0.5119,150.0045,1.4295,,,99.7,-3.23
82,00h 01m 22s,2.029,False,True,-0.0103,2.5149,50.0002,-0.0002,-0.2473,-0.2834,49.9893,2.2675,50.0,0.0,-0.3618,-0.4145,99.988,1.9058,50.0188,-0.0188,-0.4763,-0.5456,150.0045,1.4295,,,101.5,-3.23
83,00h 01m 23s,2.06,False,True,-0.0102,2.5635,50.0002,-0.0002,-0.2503,-0.2869,49.9894,2.3131,50.0,0.0,-0.378,-0.4331,99.988,1.9352,50.0191,-0.0191,-0.5057,-0.5793,150.0045,1.4295,,,103.2,-3.23
84,00h 01m 24s,2.091,False,True,-0.0105,2.6114,50.0004,-0.0004,-0.2528,-0.2897,49.9892,2.3586,50.0,0.0,-0.3939,-0.4514,99.9877,1.9646,50.0197,-0.0197,-0.5352,-0.613,150.0045,1.4295,,,105.1,-3.23
85,00h 01m 25s,2.103,False,True,-0.0102,2.6601,50.0004,-0.0004,-0.2934,-0.3362,49.9893,2.3667,50.0,0.0,-0.4101,-0.47,99.9876,1.9565,50.0197,-0.0197,-0.5271,-0.6038,150.0045,1.4295,,,105.3,-3.23
86,00h 01m 26s,2.115,False,True,-0.0103,2.708,50.0008,-0.0008,-0.3333,-0.382,49.9894,2.3747,50.0,0.0,-0.4261,-0.4883,99.9875,1.9486,50.0196,-0.0196,-0.5191,-0.5946,150.0045,1.4295,,,105.5,-3.23
87,00h 01m 27s,2.127,False,True,-0.0109,2.7566,50.0017,-0.0017,-0.3738,-0.4284,49.9894,2.3828,50.0,0.0,-0.4423,-0.5069,99.9875,1.9405,50.0196,-0.0196,-0.511,-0.5853,150.0045,1.4295,,,105.8,-3.23
88,00h 01m 28s,2.139,False,True,-0.0101,2.8053,50.0014,-0.0014,-0.4144,-0.4749,49.9895,2.3909,50.0,0.0,-0.4585,-0.5255,99.9874,1.9323,50.0196,-0.0196,-0.5029,-0.576,150.0045,1.4295,,,106.0,-3.23
89,00h 01m 29s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
90,00h 01m 30s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
91,00h 01m 31s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
92,00h 01m 32s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
93,00h 01m 33s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
94,00h 01m 34s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
95,00h 01m 35s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
96,00h 01m 36s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
97,00h 01m 37s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
98,00h 01m 38s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
99,00h 01m 39s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
100,00h 01m 40s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
101,00h 01m 41s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
102,00h 01m 42s,2.152,False,True,-0.0106,2.8542,50.0023,-0.0023,-0.4552,-0.5216,49.9896,2.399,50.0,0.0,-0.4748,-0.5441,99.9873,1.9242,50.0196,-0.0196,-0.4947,-0.5667,150.0045,1.4295,,,106.3,-3.23
