tiempo_s,tiempo,posicion_norte,slow_cart,slow_end_tower,torre_0_x,torre_0_y,tramo_1_L_calculado,tramo_1_deform_m,tramo_1_desv_y,tramo_1_rumbo_deg,torre_1_x,torre_1_y,tramo_2_L_calculado,tramo_2_deform_m,tramo_2_desv_y,tramo_2_rumbo_deg,torre_2_x,torre_2_y,tramo_3_L_calculado,tramo_3_deform_m,tramo_3_desv_y,tramo_3_rumbo_deg,torre_3_x,torre_3_y,lat_e7,lon_e7,EΔd_mm,EΔrumbo_deg
501,00h 08m 21s,8.418,False,False,0.3775,12.6097,50.0082,-0.0082,-2.7001,-3.0951,50.3127,9.9096,50.0,0.0,-2.8409,-3.2572,100.2319,7.0686,50.0081,-0.0081,-2.9826,-3.4193,150.151,4.086,,,71.6,0.82
502,00h 08m 22s,8.486,False,False,0.3804,12.6575,50.0082,-0.0082,-2.6616,-3.0509,50.3177,9.9959,50.0,0.0,-2.8405,-3.2568,100.237,7.1554,50.0082,-0.0082,-3.0204,-3.4627,150.1538,4.135,,,69.8,0.82
503,00h 08m 23s,8.51,False,False,0.3836,12.7057,50.0077,-0.0077,-2.71,-3.1065,50.3177,9.9958,50.0,0.0,-2.8403,-3.2565,100.237,7.1555,50.0088,-0.0088,-2.9715,-3.4065,150.1575,4.184,,,69.8,0.82
504,00h 08m 24s,8.534,False,False,0.3869,12.7535,50.0069,-0.0069,-2.7579,-3.1615,50.3177,9.9956,50.0,0.0,-2.8398,-3.256,100.237,7.1557,50.0083,-0.0083,-2.9226,-3.3504,150.1598,4.2331,,,69.8,0.82
505,00h 08m 25s,8.559,False,False,0.3892,12.8022,50.0073,-0.0073,-2.8067,-3.2175,50.3177,9.9955,50.0,0.0,-2.8398,-3.2559,100.237,7.1558,50.0082,-0.0082,-2.8736,-3.2942,150.1625,4.2821,,,69.8,0.82
506,00h 08m 26s,8.583,False,False,0.3923,12.8506,50.007,-0.007,-2.8552,-3.2731,50.3177,9.9954,50.0,0.0,-2.8395,-3.2555,100.237,7.1559,50.0076,-0.0076,-2.8246,-3.2379,150.1648,4.3313,,,69.9,0.82
507,00h 08m 27s,8.608,False,False,0.3953,12.8992,50.0068,-0.0068,-2.9039,-3.329,50.3177,9.9953,50.0,0.0,-2.8393,-3.2554,100.237,7.156,50.0071,-0.0071,-2.7755,-3.1817,150.167,4.3804,,,69.9,0.82
508,00h 08m 28s,8.675,False,False,0.3977,12.9474,50.0069,-0.0069,-2.8658,-3.2853,50.3224,10.0816,50.0,0.0,-2.8389,-3.2549,100.2417,7.2426,50.0069,-0.0069,-2.8128,-3.2245,150.1695,4.4298,,,68.5,0.82
509,00h 08m 29s,8.743,False,False,0.4006,12.9961,50.007,-0.007,-2.8282,-3.2421,50.3276,10.168,50.0,0.0,-2.8387,-3.2547,100.247,7.3292,50.007,-0.007,-2.8501,-3.2673,150.1727,4.4792,,,66.6,0.82
510,00h 08m 30s,8.786,False,False,0.4006,12.9961,50.0071,-0.0071,-2.7416,-3.1427,50.3326,10.2546,50.0,0.0,-2.8387,-3.2547,100.2519,7.4159,50.0071,-0.0071,-2.9367,-3.3667,150.1727,4.4792,,,65.0,0.82
511,00h 08m 31s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
512,00h 08m 32s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
513,00h 08m 33s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
514,00h 08m 34s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
515,00h 08m 35s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
516,00h 08m 36s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
517,00h 08m 37s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
518,00h 08m 38s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
519,00h 08m 39s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
520,00h 08m 40s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
521,00h 08m 41s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
522,00h 08m 42s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
523,00h 08m 43s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
524,00h 08m 44s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
525,00h 08m 45s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
526,00h 08m 46s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
527,00h 08m 47s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
528,00h 08m 48s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
529,00h 08m 49s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
530,00h 08m 50s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
531,00h 08m 51s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
532,00h 08m 52s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
533,00h 08m 53s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
534,00h 08m 54s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
535,00h 08m 55s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
536,00h 08m 56s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
537,00h 08m 57s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
538,00h 08m 58s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
539,00h 08m 59s,8.83,False,False,0.4006,12.9961,50.0074,-0.0074,-2.6548,-3.0431,50.3375,10.3414,50.0,0.0,-2.8387,-3.2547,100.2569,7.5026,50.0073,-0.0073,-3.0235,-3.4662,150.1727,4.4792,,,63.3,0.82
540,00h 09m 00s,8.854,False,False,0.403,13.0441,50.0076,-0.0076,-2.703,-3.0984,50.3375,10.3411,50.0,0.0,-2.8383,-3.2542,100.2569,7.5029,50.0061,-0.0061,-2.9743,-3.4099,150.1744,4.5286,,,63.3,0.82
541,00h 09m 01s,8.879,False,False,0.4052,13.0926,50.0081,-0.0081,-2.7516,-3.1542,50.3375,10.341,50.0,0.0,-2.8381,-3.254,100.2569,7.503,50.0056,-0.0056,-2.9254,-3.3538,150.1769,4.5776,,,63.3,0.82
542,00h 09m 02s,8.903,False,False,0.4089,13.1406,50.007,-0.007,-2.7997,-3.2095,50.3375,10.3409,50.0,0.0,-2.8377,-3.2535,100.2569,7.5031,50.0055,-0.0055,-2.8764,-3.2976,150.1796,4.6268,,,63.3,0.82
543,00h 09m 03s,8.927,False,False,0.412,13.1887,50.0066,-0.0066,-2.8481,-3.265,50.3375,10.3406,50.0,0.0,-2.8373,-3.253,100.2569,7.5034,50.0051,-0.0051,-2.8272,-3.2411,150.182,4.6762,,,63.3,0.82
544,00h 09m 04s,8.952,False,False,0.4154,13.2368,50.0061,-0.0061,-2.8963,-3.3204,50.3375,10.3405,50.0,0.0,-2.837,-3.2527,100.2569,7.5035,50.0044,-0.0044,-2.7783,-3.185,150.1841,4.7252,,,63.4,0.82
545,00h 09m 05s,9.019,False,False,0.4176,13.2847,50.0054,-0.0054,-2.858,-3.2764,50.3413,10.4268,50.0,0.0,-2.8366,-3.2522,100.2608,7.5902,50.0054,-0.0054,-2.8158,-3.228,150.1869,4.7744,,,62.8,0.97
546,00h 09m 06s,9.087,False,False,0.4203,13.3325,50.0055,-0.0055,-2.8193,-3.232,50.3463,10.5132,50.0,0.0,-2.8361,-3.2517,100.2658,7.6771,50.0055,-0.0055,-2.8536,-3.2714,150.1898,4.8235,,,61.2,0.97
547,00h 09m 07s,9.154,False,False,0.4232,13.3808,50.0057,-0.0057,-2.781,-3.1881,50.3515,10.5998,50.0,0.0,-2.8359,-3.2514,100.271,7.7639,50.0057,-0.0057,-2.8914,-3.3147,150.1931,4.8725,,,59.3,0.97
548,00h 09m 08s,9.222,False,False,0.4263,13.4287,50.0055,-0.0055,-2.7426,-3.144,50.3566,10.6861,50.0,0.0,-2.8355,-3.251,100.2761,7.8506,50.0055,-0.0055,-2.929,-3.3579,150.1957,4.9216,,,57.5,0.97
549,00h 09m 09s,9.289,False,False,0.4278,13.4768,50.0059,-0.0059,-2.7043,-3.1,50.3606,10.7725,50.0,0.0,-2.8351,-3.2506,100.2801,7.9374,50.0058,-0.0058,-2.9666,-3.4011,150.1979,4.9708,,,56.8,0.97
550,00h 09m 10s,9.357,False,False,0.4309,13.5252,50.0059,-0.0059,-2.6662,-3.0563,50.3657,10.859,50.0,0.0,-2.8349,-3.2503,100.2853,8.0242,50.0058,-0.0058,-3.0042,-3.4442,150.2008,5.02,,,55.0,0.97
551,00h 09m 11s,9.381,False,False,0.4337,13.5738,50.0058,-0.0058,-2.7148,-3.1121,50.3657,10.859,50.0,0.0,-2.8347,-3.2501,100.2853,8.0243,50.0066,-0.0066,-2.9553,-3.388,150.2045,5.069,,,55.0,0.97
552,00h 09m 12s,9.406,False,False,0.4357,13.6217,50.0064,-0.0064,-2.7629,-3.1673,50.3657,10.8587,50.0,0.0,-2.8343,-3.2496,100.2853,8.0245,50.0078,-0.0078,-2.9064,-3.3319,150.2085,5.1181,,,55.0,0.97
553,00h 09m 13s,9.43,False,False,0.4387,13.6702,50.0061,-0.0061,-2.8115,-3.2231,50.3657,10.8586,50.0,0.0,-2.8341,-3.2494,100.2853,8.0246,50.0084,-0.0084,-2.8575,-3.2756,150.212,5.1671,,,55.0,0.97
554,00h 09m 14s,9.455,False,False,0.4422,13.7188,50.0053,-0.0053,-2.8602,-3.279,50.3657,10.8586,50.0,0.0,-2.8339,-3.2492,100.2853,8.0246,50.0088,-0.0088,-2.8085,-3.2194,150.2152,5.2162,,,55.0,0.97
555,00h 09m 15s,9.479,False,False,0.4444,13.7675,50.006,-0.006,-2.909,-3.3349,50.3657,10.8585,50.0,0.0,-2.8338,-3.2491,100.2853,8.0247,50.0088,-0.0088,-2.7595,-3.1632,150.2179,5.2652,,,55.0,0.97
556,00h 09m 16s,9.547,False,False,0.4471,13.8156,50.0073,-0.0073,-2.8708,-3.291,50.3719,10.9449,50.0,0.0,-2.8335,-3.2487,100.2915,8.1113,50.0073,-0.0073,-2.7972,-3.2065,150.2206,5.3142,,,52.1,1.18
557,00h 09m 17s,9.614,False,False,0.4488,13.8638,50.0079,-0.0079,-2.8326,-3.2471,50.3764,11.0312,50.0,0.0,-2.8332,-3.2484,100.2961,8.198,50.0079,-0.0079,-2.8348,-3.2496,150.2236,5.3632,,,51.0,1.18
558,00h 09m 18s,9.682,False,False,0.452,13.912,50.0077,-0.0077,-2.7942,-3.2031,50.3816,11.1177,50.0,0.0,-2.8329,-3.2479,100.3013,8.2849,50.0077,-0.0077,-2.8723,-3.2928,150.2264,5.4125,,,49.1,1.18
559,00h 09m 19s,9.749,False,False,0.4545,13.9599,50.0078,-0.0078,-2.7557,-3.159,50.3864,11.2041,50.0,0.0,-2.8324,-3.2475,100.3061,8.3717,50.0078,-0.0078,-2.91,-3.336,150.2291,5.4617,,,47.6,1.18
560,00h 09m 20s,9.817,False,False,0.4576,14.0078,50.0075,-0.0075,-2.7172,-3.1147,50.3912,11.2906,50.0,0.0,-2.832,-3.247,100.311,8.4586,50.0075,-0.0075,-2.9476,-3.3792,150.2315,5.5109,,,46.1,1.18
561,00h 09m 21s,9.885,False,False,0.4594,14.0563,50.0076,-0.0076,-2.6793,-3.0713,50.3952,11.377,50.0,0.0,-2.8318,-3.2467,100.315,8.5452,50.0075,-0.0075,-2.9851,-3.4222,150.2333,5.5601,,,45.4,1.18
562,00h 09m 22s,9.909,False,False,0.4626,14.1044,50.0071,-0.0071,-2.7276,-3.1267,50.3952,11.3768,50.0,0.0,-2.8314,-3.2463,100.315,8.5454,50.0081,-0.0081,-2.9361,-3.3659,150.2368,5.6093,,,45.4,1.18
563,00h 09m 23s,9.933,False,False,0.4648,14.1529,50.0075,-0.0075,-2.7762,-3.1825,50.3952,11.3767,50.0,0.0,-2.8312,-3.246,100.315,8.5455,50.0077,-0.0077,-2.887,-3.3095,150.2393,5.6585,,,45.4,1.18
564,00h 09m 24s,9.958,False,False,0.4674,14.201,50.0076,-0.0076,-2.8246,-3.2379,50.3952,11.3765,50.0,0.0,-2.8308,-3.2455,100.315,8.5457,50.0066,-0.0066,-2.8378,-3.2531,150.241,5.7079,,,45.4,1.18
565,00h 09m 25s,9.982,False,False,0.4699,14.2488,50.0078,-0.0078,-2.8726,-3.293,50.3952,11.3762,50.0,0.0,-2.8303,-3.245,100.315,8.5459,50.0072,-0.0072,-2.7889,-3.197,150.2443,5.757,,,45.4,1.18
566,00h 09m 26s,10.006,False,False,0.4726,14.2975,50.008,-0.008,-2.9214,-3.349,50.3952,11.3761,50.0,0.0,-2.8301,-3.2448,100.315,8.546,50.0077,-0.0077,-2.7397,-3.1406,150.2476,5.8063,,,45.4,1.18
567,00h 09m 27s,10.074,False,False,0.476,14.3462,50.0075,-0.0075,-2.8837,-3.3058,50.4003,11.4625,50.0,0.0,-2.83,-3.2446,100.3201,8.6325,50.0075,-0.0075,-2.7771,-3.1835,150.2505,5.8554,,,43.6,0.94
568,00h 09m 28s,10.142,False,False,0.4782,14.3947,50.0076,-0.0076,-2.8459,-3.2625,50.4048,11.5488,50.0,0.0,-2.8297,-3.2444,100.3246,8.7191,50.0076,-0.0076,-2.8144,-3.2263,150.253,5.9047,,,42.5,0.94
569,00h 09m 29s,10.209,False,False,0.4811,14.4428,50.0074,-0.0074,-2.8077,-3.2186,50.4097,11.635,50.0,0.0,-2.8294,-3.2439,100.3295,8.8057,50.0074,-0.0074,-2.8518,-3.2692,150.2556,5.9539,,,40.9,0.94
570,00h 09m 30s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
571,00h 09m 31s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
572,00h 09m 32s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
573,00h 09m 33s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
574,00h 09m 34s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
575,00h 09m 35s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
576,00h 09m 36s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
577,00h 09m 37s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
578,00h 09m 38s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
579,00h 09m 39s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
580,00h 09m 40s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
581,00h 09m 41s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
582,00h 09m 42s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
583,00h 09m 43s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
584,00h 09m 44s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
585,00h 09m 45s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
586,00h 09m 46s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
587,00h 09m 47s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
588,00h 09m 48s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
589,00h 09m 49s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
590,00h 09m 50s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
591,00h 09m 51s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
592,00h 09m 52s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
593,00h 09m 53s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
594,00h 09m 54s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
595,00h 09m 55s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
596,00h 09m 56s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
597,00h 09m 57s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
598,00h 09m 58s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
599,00h 09m 59s,10.253,False,False,0.4811,14.4428,50.0076,-0.0076,-2.7209,-3.119,50.4146,11.7219,50.0,0.0,-2.8294,-3.2439,100.3345,8.8925,50.0075,-0.0075,-2.9386,-3.3689,150.2556,5.9539,,,39.3,0.94
600,00h 10m 00s,10.277,False,False,0.4842,14.491,50.0072,-0.0072,-2.7693,-3.1745,50.4146,11.7217,50.0,0.0,-2.829,-3.2435,100.3345,8.8927,50.008,-0.008,-2.8896,-3.3125,150.2589,6.0031,,,39.3,0.94
601,00h 10m 01s,10.302,False,False,0.4869,14.5395,50.0071,-0.0071,-2.818,-3.2304,50.4146,11.7215,50.0,0.0,-2.8287,-3.2432,100.3345,8.8928,50.0071,-0.0071,-2.8403,-3.256,150.2609,6.0526,,,39.3,0.94
602,00h 10m 02s,10.326,False,False,0.49,14.5879,50.0068,-0.0068,-2.8665,-3.2861,50.4146,11.7214,50.0,0.0,-2.8285,-3.2429,100.3345,8.893,50.0071,-0.0071,-2.7912,-3.1997,150.2636,6.1017,,,39.3,0.94
